Category,Disease,Pathogen,Afflict,Full plant name
VIRUS DISEASES,Bacterial leaf spot,Xanthomonas campestris(Pammel) Dowson:C,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Crown gall,Agrobacterium tumefaciens(Smith & Townsend) Conn:C,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Lesion nematode,Pratylenchus coffea(Zimmerman) Filipjev & Schuurmans-Stekhoven:C,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Stem gall and canker,"Nectriella pironiiAlfieri & Samuels:C
(anamorph:Kutilakesa pironiiAlfieri)",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Botrytis blight,Botrytis cinereaPers: Fr.:E,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Stem rot and wilt,Fusarium solani(H. Mart.) Sacc.:E,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Spotted wilt,Tomato spotted wilt virus:E,Foliage Plants (House Plants),Foliage Plants (House Plants)
BACTERIAL DISEASES,Bacterial leaf spot,"Pseudomonasspp.:Si
Erwinia blight
Erwinia chrysanthemiBurkholderet al.:Sa",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Corynespora leaf spot,"Corynespora cassiicola(Berk. & M.A. Curtis) C.T. Wei:A,Sa",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Gray mold,"Botrytis cinereaPers.: Fr.:A,Sa,Si",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Myrothecium leaf spot,"Myrothecium roridumTode:Fr.:A,Si",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Phytophthora stem rot,"Phytophthora nicotianaeBreda de Haan var.parasitica(Dastur) G.M. Waterhouse
A,Sa,Si
=P. parasiticaDastur",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Powdery mildew,Oidiumspp.:Sa,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Mosaic,Tobacco mosaic virus:Si,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Ringspot,"Dahlia ringspot virus:Si
Tomato ringspot virus:Si",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Spotted wilt,"Tomato spotted wilt virus:Sa,Si",Foliage Plants (House Plants),Foliage Plants (House Plants)
"NEMATODES, PARASITIC :",Foliar,"Aphelenchoidesspp.:Sa,Si",Foliage Plants (House Plants),Foliage Plants (House Plants)
BACTERIAL DISEASES,Pseudomonas leaf spot,"Pseudomonassp.:C
P. cichorii(Swingle) Stapp:C",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Alternaria leaf spot,Alternaria alternata(Fr.:Fr.) Keissl.:C,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Fusarium root rot,Fusarium oxysporumSchlechtend.:Fr.:C,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Helminthosporium leaf spot,"Bipolaris setariae(Sawada) Shoemaker:C,M
(teleomorph:Cochliobolus setariae(Ito & Kuribayashi)Drechs. ex Dastur",Foliage Plants (House Plants),Foliage Plants (House Plants)
"NEMATODES, PARASITIC",Burrowing,"Radopholus similis(Cobb) Thorne:C,M",Foliage Plants (House Plants),Foliage Plants (House Plants)
"NEMATODES, PARASITIC",Root-knot,Meloidogyne javanica(Treub) Chitwood:M,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Mosaic,"Cucumber mosaic virus:C,M",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Anthracnose,"Colletotrichum gloeosporioides(Penz.) Penz. & Sacc. in Penz.:Fe,Fl",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Bacterial leaf spot,"Pseudomonas cichorii(Swingle) Stapp:Fb,Fe,Fl
Xanthomonas campestris(Pammel) Dowson",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Cercospora leaf spot,Cercosporaspp.:Fe,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Corynespora leaf spot,Corynespora cassiicola(Berk. & M.A. Curtis) C.T. Wei:Fb,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Crown gall,"Agrobacterium tumefaciens(Smith and Townsend) Conn:Fb,Fe",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Foliar nematode,Aphelenchoides besseyiChristie:Fe,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Gray mold,"Botrytis cinereaPers.:Fr.:Fe,Fl",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Phomopsis dieback,Diplodiaspp.:Fb,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Lesion nematodes,"Pratylenchusspp.:Fb,Fe",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Southern blight,"Sclerotium rolfsiiSacc.:Fb,Fe,Fl",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Verticillium wilt,Verticillium albo-atrumReinke & Berthier:Fb,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Bacterial leaf blight,Pseudomonas aveneaManns:C,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Brown leaf spot,"Pseudocercospora rhapisicolaTominaga:R
= Cercospora rhapisicolaTominaga",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Burrowing nematode,Radopholus similis(Cobb) Thorne:Ch,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Cylindrocladium leaf spot,"Cylindrocladiumspp.:H
C. crotalariae(C.A. Loos) D.K. Bell & Sobers:H
(teleomorph:Calonectria crotalariae(C.A. Loos) D.K. Bell& Sobers)
C. theae(Petch) Subramanian:H
(teleomorph:Calonectria theaeC.A. Loos)",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Damping-off,"Fusariumspp.:C,Ca, Ch,H,R
Pythiumspp.:C,Ca, Ch,H,R",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Gliocladium stem rot,"Gliocladium vermoeseni(Biourge) Thom.:Ca,Ch",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Helminthosporium leaf spot,"Bipolaris setariae(Sawada)Shoemaker:H,R
=Helminthosporium setariaeSawada
Exserohilum rostratum(Drechs.) K.J Leonard & E.G. Suggs:C,Ca,Ch,H,R
=H. rostratumDrechs.",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Leaf spot,Phaeotrichoconis crotalariae(M.A. Salam & P.N. Rao) Subramanian:Ca,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Lethal yellows,Mycoplasma-like organism (MLO):C,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Phytophthora stem rot and blight,Phytophthoraspp.:Ch,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Lesion nematodes,Pratylenchusspp.:Ch,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Anthracnose,Colletotrichumspp.:P,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Cercospora leaf spot,Cercosporaspp.:P,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Mosaic,Cucumber mosiac virus:P,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Myrothecium leaf spot,Myrothecium roridumTode:Fr.:P,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Phyllosticta leaf spot,Phyllostictaspp.:P,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Phytophthora stem and root rot,"Phytophthora nicotianaeBreda de Haan var.parasitica(Dastur) G.M. Waterhouse:P
=P. parasiticaDastur",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Pythium root rot,Pythium splendensBraun:P,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia leaf spot,Rhizoctonia solaniKühn:P,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Ring spot,Unidentified virus:P,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Southern blight,Sclerotium rolfsiiSacc.:P,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Verticillium wilt,Verticillium albo-atrumReinke & Berthier:P,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Bacterial blight,"Pseudomonas cichorii(Swingle) Stapp:A,Pl
P. asplenii(Ark and Tompkins) Savulescu:A,Pl
P. gladioliSeverini:A,D,Pl, Pt",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Gray mold,"Botrytis cinereaPers.: Fr.:D,N,Pt",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Foliar nematode,"Aphelenchoides fragariae(Ritsema-Bos) Christie:A,N",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia aerial blight,"Rhizoctonia solaniKühn:D,N,Pl, Pt",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Lesion nematode,Pratylenchusspp.:N,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Anthracnose,Colletotrichum capsici(Syd.) E.J. Butler & Bisby:Pi,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Bacterial leaf spot,"Xanthomonas campestris(Pammel) Dowson:Pe,Pi",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Myrothecium leaf spot,"Myrothecium roridumTode:Fr.:Pe,Pi",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Phytophthora blight,"Phytophthora nicotianaeBreda de Haan var.parasitica(Dastur) G.M. Waterhouse:Pi
=P. parasiticaDastur",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Southern blight,Sclerotium rolfsiiSacc.:Pe,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Anthracnose,"Colletotrichumspp.:Ca,Cr
Glomerella cingulata(Ston.) Spauld. & H. Shrenk",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Downy mildew,"Plasmoparaspp.:Ca,Cr",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Gray mold,"Botrytis cinereaPers.: Fr.:Ca,Cr",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Powdery mildew,Oidiumspp.:Cr,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia aerial blight,"Rhizoctonia solaniKühn:Ca,Cr",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia aerial blight,"Rhizoctonia solaniKühn:Ca,Cr",Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
BACTERIAL DISEASES,Crown gall,Agrobacterium tumefaciens(Smith and Townsend 1907) Conn 1942,Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
BACTERIAL DISEASES,Southern wilt,Ralstonia solanacearum(Smith 1896) Yabuuchiet al.1996 (=Pseudomonas solanacearum(Smith 1896) Smith 1914),Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
FUNGAL DISEASES,Armillaria root rot,Armillaria mellea(Vahl:Fr.) P. Kumm.,Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
FUNGAL DISEASES,Black root rot,Thielaviopsis basicola(Berk. & Broome) Ferraris(synanamorph:Chalara elegansNag Raj & Kendrick),Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
FUNGAL DISEASES,Botrytis blight,Botrytis cinereaPers.:Fr.,Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
FUNGAL DISEASES,Cercospora leaf spot,Cercospora fuchsiaeChupp & Muller,Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
FUNGAL DISEASES,Phytophthora root and stem rot,Phytophthora parasiticaDastur,Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
FUNGAL DISEASES,Pythium root rot,Pythium rostratumButlerP. ultimumTrow,Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
FUNGAL DISEASES,Rhizoctonia root and crown rot,RhizoctoniasolaniKühn,Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
FUNGAL DISEASES,Rust,Pucciniastrum epilobiiG. Otthf. sp. palustrisGaumP. pustulatumDietel in Engl. & Prantl,Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
FUNGAL DISEASES,Septoria leaf spot,Septoriasp.,Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
FUNGAL DISEASES,Verticillium wilt,Verticillium albo-atrumReinke & Berthier,Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
VIRAL & VIROID DISEASES,Impatiens necrotic spot,Impatiens necrotic spot tospovirus (INSV),Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
VIRAL & VIROID DISEASES,Spotted wilt,Tomato spotted wilt tospovirus (TSWV),Fuchsia,Fuchsia ( Fuchsia × hybrida Hort. ex Vilm)
VIRAL & VIROID DISEASES,Spotted wilt,Tomato spotted wilt tospovirus (TSWV),Garden Dahlia,Garden Dahlia ( Dahlia sp.)
BACTERIAL DISEASES,Bacterial wilt,Pseudomonas solanacearumE. F. Sm.,Garden Dahlia,Garden Dahlia ( Dahlia sp.)
BACTERIAL DISEASES,Crown gall,Agrobacterium tumefaciens(Smith & Town.) Conn.,Garden Dahlia,Garden Dahlia ( Dahlia sp.)
FUNGAL DISEASES,Flower blight,Botrytis cinereaPers.: Fr.,Garden Dahlia,Garden Dahlia ( Dahlia sp.)
FUNGAL DISEASES,Leaf spot,Alternaria alternata(Fr.:Fr.) Keissl,Garden Dahlia,Garden Dahlia ( Dahlia sp.)
FUNGAL DISEASES,Powdery mildew,"Erysiphe cichoracearumDC.
Erysiphe communis(Wallr.) Link
Erysiphe polygoniDC.",Garden Dahlia,Garden Dahlia ( Dahlia sp.)
FUNGAL DISEASES,Soft rot,Erwinia carotovorasubsp.carotovora(Jones) Bergy et. al.,Garden Dahlia,Garden Dahlia ( Dahlia sp.)
FUNGAL DISEASES,Southern blight,"Sclerotium rolfsiiSacc.
(teleomorph:Athelia rolfsii(Curzi) Tu & Kimbrough)",Garden Dahlia,Garden Dahlia ( Dahlia sp.)
FUNGAL DISEASES,Smut,Entyloma dahliaeSyd. & P. Syn.,Garden Dahlia,Garden Dahlia ( Dahlia sp.)
FUNGAL DISEASES,Stem and tuber rot,"Rhizoctonia solaniKühn
(teleomorph:Thanatephorus cucumeris(A. B. Frank) Donk)",Garden Dahlia,Garden Dahlia ( Dahlia sp.)
FUNGAL DISEASES,Cottony stem rot,Sclerotinia sclerotiorum(Lib.) de Bary,Garden Dahlia,Garden Dahlia ( Dahlia sp.)
FUNGAL DISEASES,Vascular wilt,"Fusarium oxysporumSchlechtend.: Fr.
Verticillium albo-atrumRanch and Berth.",Garden Dahlia,Garden Dahlia ( Dahlia sp.)
VIRAL DISEASES,Mosaic,"Cucumber mosaic virus
Dahlia mosaic virus
Tomato spotted wilt virus",Garden Dahlia,Garden Dahlia ( Dahlia sp.)
VIRAL DISEASES,Ringspot,Impatiens necrotic spot virus,Garden Dahlia,Garden Dahlia ( Dahlia sp.)
VIRAL DISEASES,Ringspot,Impatiens necrotic spot virus,Geranium,Geranium ( Pelargonium ) Pelargonium × domesticum Bailey (regal geranium or Lady Washington or Martha Washington geranium; interspecific hybrids) Pelargonium × hortorum Bailey (florists' or zonal geranium; interspecific hybrids) Pelargonium graveolens L'Her. ex Aiton (scented geranium) Pelargonium peltatum (L.) L'Her. ex Aiton (ivy geranium)
BACTERIAL DISEASES,Bacterial blight,Xanthomonas campestrispv.pelargonii(Brown) Dye,Geranium,Geranium ( Pelargonium ) Pelargonium × domesticum Bailey (regal geranium or Lady Washington or Martha Washington geranium; interspecific hybrids) Pelargonium × hortorum Bailey (florists' or zonal geranium; interspecific hybrids) Pelargonium graveolens L'Her. ex Aiton (scented geranium) Pelargonium peltatum (L.) L'Her. ex Aiton (ivy geranium)
BACTERIAL DISEASES,Bacterial fasciation,"Rhodococcus fascians(Tilford) Goodfellow
(=Corynebacterium fascians(Tilford) Dows.)",Geranium,Geranium ( Pelargonium ) Pelargonium × domesticum Bailey (regal geranium or Lady Washington or Martha Washington geranium; interspecific hybrids) Pelargonium × hortorum Bailey (florists' or zonal geranium; interspecific hybrids) Pelargonium graveolens L'Her. ex Aiton (scented geranium) Pelargonium peltatum (L.) L'Her. ex Aiton (ivy geranium)
BACTERIAL DISEASES,Bacterial leaf spot,"Acidovoraxsp.
Pseudomonas cichorii(Swingle) Stapp
Pseudomonas syringaevan Hall",Geranium,Geranium ( Pelargonium ) Pelargonium × domesticum Bailey (regal geranium or Lady Washington or Martha Washington geranium; interspecific hybrids) Pelargonium × hortorum Bailey (florists' or zonal geranium; interspecific hybrids) Pelargonium graveolens L'Her. ex Aiton (scented geranium) Pelargonium peltatum (L.) L'Her. ex Aiton (ivy geranium)
BACTERIAL DISEASES,Crown gall,Agrobacterium tumefaciens(Smith & Townsend) Conn,Geranium,Geranium ( Pelargonium ) Pelargonium × domesticum Bailey (regal geranium or Lady Washington or Martha Washington geranium; interspecific hybrids) Pelargonium × hortorum Bailey (florists' or zonal geranium; interspecific hybrids) Pelargonium graveolens L'Her. ex Aiton (scented geranium) Pelargonium peltatum (L.) L'Her. ex Aiton (ivy geranium)
BACTERIAL DISEASES,Southern wilt,Pseudomonas solanacearumE. F. Sm.,Geranium,Geranium ( Pelargonium ) Pelargonium × domesticum Bailey (regal geranium or Lady Washington or Martha Washington geranium; interspecific hybrids) Pelargonium × hortorum Bailey (florists' or zonal geranium; interspecific hybrids) Pelargonium graveolens L'Her. ex Aiton (scented geranium) Pelargonium peltatum (L.) L'Her. ex Aiton (ivy geranium)
FUNGAL DISEASES,Armillaria root rot,Armillariamellea(Vahl.: Fr.) P. Kumm.,Geranium,Geranium ( Pelargonium ) Pelargonium × domesticum Bailey (regal geranium or Lady Washington or Martha Washington geranium; interspecific hybrids) Pelargonium × hortorum Bailey (florists' or zonal geranium; interspecific hybrids) Pelargonium graveolens L'Her. ex Aiton (scented geranium) Pelargonium peltatum (L.) L'Her. ex Aiton (ivy geranium)
FUNGAL DISEASES,Black root rot,Thielaviopsis basicola(Berk. & Broome) Ferraris,Geranium,Geranium ( Pelargonium ) Pelargonium × domesticum Bailey (regal geranium or Lady Washington or Martha Washington geranium; interspecific hybrids) Pelargonium × hortorum Bailey (florists' or zonal geranium; interspecific hybrids) Pelargonium graveolens L'Her. ex Aiton (scented geranium) Pelargonium peltatum (L.) L'Her. ex Aiton (ivy geranium)
FUNGAL DISEASES,Blackleg (cutting rot),Pythiumsp.,Geranium,Geranium ( Pelargonium ) Pelargonium × domesticum Bailey (regal geranium or Lady Washington or Martha Washington geranium; interspecific hybrids) Pelargonium × hortorum Bailey (florists' or zonal geranium; interspecific hybrids) Pelargonium graveolens L'Her. ex Aiton (scented geranium) Pelargonium peltatum (L.) L'Her. ex Aiton (ivy geranium)
FUNGAL DISEASES,Botryosphaeria stem rot,BotryosphaeriaribisGross. & Duggar,Geranium,Geranium ( Pelargonium ) Pelargonium × domesticum Bailey (regal geranium or Lady Washington or Martha Washington geranium; interspecific hybrids) Pelargonium × hortorum Bailey (florists' or zonal geranium; interspecific hybrids) Pelargonium graveolens L'Her. ex Aiton (scented geranium) Pelargonium peltatum (L.) L'Her. ex Aiton (ivy geranium)
FUNGAL DISEASES,Botrytis blight,Botrytis cinereaPers. ex Fr.,Geranium,Geranium ( Pelargonium ) Pelargonium × domesticum Bailey (regal geranium or Lady Washington or Martha Washington geranium; interspecific hybrids) Pelargonium × hortorum Bailey (florists' or zonal geranium; interspecific hybrids) Pelargonium graveolens L'Her. ex Aiton (scented geranium) Pelargonium peltatum (L.) L'Her. ex Aiton (ivy geranium)
FUNGAL DISEASES,Cottony stem rot,Sclerotinia sclerotiorum(Lib.) deBary,Geranium,Geranium ( Pelargonium ) Pelargonium × domesticum Bailey (regal geranium or Lady Washington or Martha Washington geranium; interspecific hybrids) Pelargonium × hortorum Bailey (florists' or zonal geranium; interspecific hybrids) Pelargonium graveolens L'Her. ex Aiton (scented geranium) Pelargonium peltatum (L.) L'Her. ex Aiton (ivy geranium)
FUNGAL DISEASES,Damping-off,"Pythiumsp.
Rhizoctoniasp.",Geranium,Geranium ( Pelargonium ) Pelargonium × domesticum Bailey (regal geranium or Lady Washington or Martha Washington geranium; interspecific hybrids) Pelargonium × hortorum Bailey (florists' or zonal geranium; interspecific hybrids) Pelargonium graveolens L'Her. ex Aiton (scented geranium) Pelargonium peltatum (L.) L'Her. ex Aiton (ivy geranium)
FUNGAL DISEASES,Downy mildew,Peronospora conglomerataFuckel,Geranium,Geranium ( Pelargonium ) Pelargonium × domesticum Bailey (regal geranium or Lady Washington or Martha Washington geranium; interspecific hybrids) Pelargonium × hortorum Bailey (florists' or zonal geranium; interspecific hybrids) Pelargonium graveolens L'Her. ex Aiton (scented geranium) Pelargonium peltatum (L.) L'Her. ex Aiton (ivy geranium)
